"","race","period","sex","age","foi_mean","foi_cri_lb","foi_cri_ub"
"500","Non-Hispanic Black",1991,"Female",95,0.000703562759227679,0.000313565413115653,0.0012638433661414
"501","Non-Hispanic Black",1991,"Female",96,0.000670200000758952,0.000294688217172449,0.00121084154180553
"502","Non-Hispanic Black",1991,"Female",97,0.000638414107853013,0.000276942392340319,0.00116004828309045
"503","Non-Hispanic Black",1991,"Female",98,0.000608131656412115,0.000260260724351283,0.00111339086574904
"504","Non-Hispanic Black",1991,"Female",99,0.000579282508108722,0.000244579922837136,0.00106722749456724
"505","Non-Hispanic Black",1991,"Female",100,0.000551799677321391,0.000229840400380623,0.0010224791244246
"506","Non-Hispanic Black",1991,"Male",0,0.0389876551847609,0.0302907696082839,0.0508623681002898
"507","Non-Hispanic Black",1991,"Male",1,0.0381611540643575,0.0296639171663581,0.0497871593713612
"508","Non-Hispanic Black",1991,"Male",2,0.0373210189625085,0.0290425751145876,0.048681562411736
"509","Non-Hispanic Black",1991,"Male",3,0.0364684689414218,0.0284212880870966,0.047547228750925
"510","Non-Hispanic Black",1991,"Male",4,0.0356048066235892,0.0277938604535423,0.0463860480539538
"511","Non-Hispanic Black",1991,"Male",5,0.0347314112277154,0.027141285012948,0.0452001413778191
"512","Non-Hispanic Black",1991,"Male",6,0.033849730506848,0.0264867129761304,0.043991850507939
"513","Non-Hispanic Black",1991,"Male",7,0.0329612716712637,0.0258310479363254,0.0427637233515558
"514","Non-Hispanic Black",1991,"Male",8,0.0320675914037517,0.0251786920751346,0.0415184954772345
"515","Non-Hispanic Black",1991,"Male",9,0.0311702850983712,0.0245369465317294,0.0402590680067779
"516","Non-Hispanic Black",1991,"Male",10,0.0302709754746515,0.0238961700143976,0.0389884821829579
"517","Non-Hispanic Black",1991,"Male",11,0.0293713007367096,0.0232570017645666,0.0377098910479575
"518","Non-Hispanic Black",1991,"Male",12,0.0284729024601312,0.0226205019112972,0.0364265287677821
"519","Non-Hispanic Black",1991,"Male",13,0.0275774133980777,0.0219792349374266,0.0351530794853744
"520","Non-Hispanic Black",1991,"Male",14,0.0266864454015308,0.0213403605104547,0.0338982138885575
"521","Non-Hispanic Black",1991,"Male",15,0.0258015776466338,0.0207027820067266,0.0326643595386953
"522","Non-Hispanic Black",1991,"Male",16,0.0249243453547541,0.0200762438250946,0.0313922409584208
"523","Non-Hispanic Black",1991,"Male",17,0.0240562291784181,0.0194585453227951,0.0301357167712636
"524","Non-Hispanic Black",1991,"Male",18,0.0231986454091271,0.0188455920174387,0.0289599994525741
"525","Non-Hispanic Black",1991,"Male",19,0.0223529371419242,0.0182440390163404,0.0277708295559699
"526","Non-Hispanic Black",1991,"Male",20,0.0215203665072808,0.0176595345375339,0.0265969125327768
"527","Non-Hispanic Black",1991,"Male",21,0.0207021080543513,0.0170570882494047,0.0254301593478631
"528","Non-Hispanic Black",1991,"Male",22,0.0198992433419286,0.0163484107771105,0.0243118585120007
"529","Non-Hispanic Black",1991,"Male",23,0.019112756765523,0.0155629673698612,0.023197663568863
"530","Non-Hispanic Black",1991,"Male",24,0.0183435326218625,0.0148013776248111,0.0221456447147331
"531","Non-Hispanic Black",1991,"Male",25,0.0175923533866447,0.0140709353299204,0.0211594789473885
"532","Non-Hispanic Black",1991,"Male",26,0.016859899158298,0.0133615072510034,0.0202197095631228
"533","Non-Hispanic Black",1991,"Male",27,0.0161467482004181,0.0126699834785219,0.0193477816955997
"534","Non-Hispanic Black",1991,"Male",28,0.0154533784988367,0.0120125072774347,0.0185152682084362
"535","Non-Hispanic Black",1991,"Male",29,0.0147801702361915,0.0113816133844554,0.017804232729855
"536","Non-Hispanic Black",1991,"Male",30,0.0141274090774489,0.0107663995927971,0.0171049402013949
"537","Non-Hispanic Black",1991,"Male",31,0.0134952901540071,0.0101859144535941,0.0164534789651
"538","Non-Hispanic Black",1991,"Male",32,0.0128839226315434,0.00963125942404527,0.0158487518473894
"539","Non-Hispanic Black",1991,"Male",33,0.0122933347473582,0.00910000781487877,0.0152743013765124
"540","Non-Hispanic Black",1991,"Male",34,0.0117234792062057,0.00859002400813008,0.0147182675308942
"541","Non-Hispanic Black",1991,"Male",35,0.0111742388290578,0.00810458651982691,0.0142106295757212
"542","Non-Hispanic Black",1991,"Male",36,0.0106454323564655,0.00764296240712712,0.013723235196837
"543","Non-Hispanic Black",1991,"Male",37,0.0101368203167108,0.00720438870418216,0.0132399851399173
"544","Non-Hispanic Black",1991,"Male",38,0.00964811087835669,0.00678807986180084,0.012771278503832
"545","Non-Hispanic Black",1991,"Male",39,0.00917896561671171,0.00639582372099954,0.01231004080124
"546","Non-Hispanic Black",1991,"Male",40,0.00872900513378836,0.006024096478345,0.0118632801268802
"547","Non-Hispanic Black",1991,"Male",41,0.00829781448125686,0.005670428250828,0.0114258032377924
"548","Non-Hispanic Black",1991,"Male",42,0.00788494834544432,0.00533475594160563,0.0109997083777665
"549","Non-Hispanic Black",1991,"Male",43,0.007489935962418,0.00501886770877181,0.0105850529233302
"550","Non-Hispanic Black",1991,"Male",44,0.00711228573948655,0.00472184352312203,0.010181864263534
"551","Non-Hispanic Black",1991,"Male",45,0.00675148956696661,0.0044411148380973,0.00979017097144317
"552","Non-Hispanic Black",1991,"Male",46,0.00640702681074405,0.0041748959011716,0.0094123311723626
"553","Non-Hispanic Black",1991,"Male",47,0.00607836798199302,0.00392203347464557,0.00904433159999609
"554","Non-Hispanic Black",1991,"Male",48,0.00576497808541387,0.00368358147099024,0.00868542633884184
"555","Non-Hispanic Black",1991,"Male",49,0.00546631965154355,0.00345893944900294,0.00833781764254739
"556","Non-Hispanic Black",1991,"Male",50,0.0051818554621292,0.00324843614359425,0.00800227409857956
"557","Non-Hispanic Black",1991,"Male",51,0.00491105098029408,0.00305012023540716,0.00767598501621186
"558","Non-Hispanic Black",1991,"Male",52,0.00465337649933232,0.00286308456162348,0.00736146370976409
"559","Non-Hispanic Black",1991,"Male",53,0.00440830902551271,0.00268593803058296,0.00705764758900725
"560","Non-Hispanic Black",1991,"Male",54,0.00417533391132215,0.00251931907794305,0.00676435057661229
"561","Non-Hispanic Black",1991,"Male",55,0.00395394625620414,0.00236267368985081,0.00648137452608402
"562","Non-Hispanic Black",1991,"Male",56,0.00374365209211091,0.00221554250129617,0.00620851073894313
"563","Non-Hispanic Black",1991,"Male",57,0.00354396937115043,0.00207725613777721,0.00594554141725733
"564","Non-Hispanic Black",1991,"Male",58,0.00335442877232608,0.00194704942951797,0.00569224104686181
"565","Non-Hispanic Black",1991,"Male",59,0.00317457434388684,0.00182494721422908,0.00544837770776435
"566","Non-Hispanic Black",1991,"Male",60,0.00300396399717403,0.00171030540036525,0.00521371430929092
"567","Non-Hispanic Black",1991,"Male",61,0.00284216986710486,0.00160268723867928,0.00498800974849207
"568","Non-Hispanic Black",1991,"Male",62,0.00268877855360632,0.00150177150325155,0.00477101999119559
"569","Non-Hispanic Black",1991,"Male",63,0.00254339125743471,0.00140715928752759,0.0045624990758587
"570","Non-Hispanic Black",1991,"Male",64,0.00240562382290812,0.00131838682740569,0.00436220004104433
"571","Non-Hispanic Black",1991,"Male",65,0.00227510669916277,0.00123510847184986,0.00416987577792595
"572","Non-Hispanic Black",1991,"Male",66,0.0021514848306341,0.00115699721170459,0.00398527980971683
"573","Non-Hispanic Black",1991,"Male",67,0.00203441748657238,0.00108374390122085,0.00380816700032901
"574","Non-Hispanic Black",1991,"Male",68,0.00192357803854095,0.00101505648201045,0.00363829419490047
"575","Non-Hispanic Black",1991,"Male",69,0.00181865369401933,0.000950643572883923,0.00347542079509119
